,TP,FN,FP,TN,Accuracy,Sensitivity,Specificity,F1,Precision
410,8574,1426,3569,6431,0.75,0.86,0.64,0.77,0.71
411,8573,1427,3568,6432,0.75,0.86,0.64,0.77,0.71
412,8572,1428,3567,6433,0.75,0.86,0.64,0.77,0.71
413,8571,1429,3566,6434,0.75,0.86,0.64,0.77,0.71
414,8570,1430,3565,6435,0.75,0.86,0.64,0.77,0.71
415,8569,1431,3564,6436,0.75,0.86,0.64,0.77,0.71
416,8568,1432,3563,6437,0.75,0.86,0.64,0.77,0.71
417,8567,1433,3562,6438,0.75,0.86,0.64,0.77,0.71
418,8566,1434,3561,6439,0.75,0.86,0.64,0.77,0.71
419,8565,1435,3560,6440,0.75,0.86,0.64,0.77,0.71
420,8564,1436,3559,6441,0.75,0.86,0.64,0.77,0.71
421,8563,1437,3558,6442,0.75,0.86,0.64,0.77,0.71
422,8562,1438,3557,6443,0.75,0.86,0.64,0.77,0.71
423,8561,1439,3556,6444,0.75,0.86,0.64,0.77,0.71
424,8560,1440,3555,6445,0.75,0.86,0.64,0.77,0.71
425,8559,1441,3554,6446,0.75,0.86,0.64,0.77,0.71
426,8558,1442,3553,6447,0.75,0.86,0.64,0.77,0.71
427,8557,1443,3552,6448,0.75,0.86,0.64,0.77,0.71
428,8556,1444,3551,6449,0.75,0.86,0.64,0.77,0.71
429,8604,1396,3600,6400,0.75,0.86,0.64,0.77,0.71
430,8603,1397,3599,6401,0.75,0.86,0.64,0.77,0.71
431,8602,1398,3598,6402,0.75,0.86,0.64,0.77,0.71
432,8601,1399,3597,6403,0.75,0.86,0.64,0.77,0.71
433,8600,1400,3596,6404,0.75,0.86,0.64,0.77,0.71
434,8599,1401,3595,6405,0.75,0.86,0.64,0.77,0.71
435,8598,1402,3594,6406,0.75,0.86,0.64,0.77,0.71
436,8597,1403,3593,6407,0.75,0.86,0.64,0.77,0.71
437,8596,1404,3592,6408,0.75,0.86,0.64,0.77,0.71
438,8595,1405,3591,6409,0.75,0.86,0.64,0.77,0.71
439,8594,1406,3590,6410,0.75,0.86,0.64,0.77,0.71
440,8593,1407,3589,6411,0.75,0.86,0.64,0.77,0.71
441,8592,1408,3588,6412,0.75,0.86,0.64,0.77,0.71
442,8591,1409,3587,6413,0.75,0.86,0.64,0.77,0.71
443,8590,1410,3586,6414,0.75,0.86,0.64,0.77,0.71
444,8589,1411,3585,6415,0.75,0.86,0.64,0.77,0.71
445,8588,1412,3584,6416,0.75,0.86,0.64,0.77,0.71
446,8587,1413,3583,6417,0.75,0.86,0.64,0.77,0.71
447,8586,1414,3582,6418,0.75,0.86,0.64,0.77,0.71
448,8585,1415,3581,6419,0.75,0.86,0.64,0.77,0.71
449,8584,1416,3580,6420,0.75,0.86,0.64,0.77,0.71
450,8583,1417,3579,6421,0.75,0.86,0.64,0.77,0.71
451,8582,1418,3578,6422,0.75,0.86,0.64,0.77,0.71
452,8581,1419,3577,6423,0.75,0.86,0.64,0.77,0.71
453,8580,1420,3576,6424,0.75,0.86,0.64,0.77,0.71
454,8579,1421,3575,6425,0.75,0.86,0.64,0.77,0.71
455,8578,1422,3574,6426,0.75,0.86,0.64,0.77,0.71
456,8577,1423,3573,6427,0.75,0.86,0.64,0.77,0.71
457,8576,1424,3572,6428,0.75,0.86,0.64,0.77,0.71
458,8575,1425,3571,6429,0.75,0.86,0.64,0.77,0.71
459,8574,1426,3570,6430,0.75,0.86,0.64,0.77,0.71
460,8573,1427,3569,6431,0.75,0.86,0.64,0.77,0.71
461,8572,1428,3568,6432,0.75,0.86,0.64,0.77,0.71
462,8571,1429,3567,6433,0.75,0.86,0.64,0.77,0.71
463,8570,1430,3566,6434,0.75,0.86,0.64,0.77,0.71
464,8569,1431,3565,6435,0.75,0.86,0.64,0.77,0.71
465,8568,1432,3564,6436,0.75,0.86,0.64,0.77,0.71
466,8567,1433,3563,6437,0.75,0.86,0.64,0.77,0.71
467,8566,1434,3562,6438,0.75,0.86,0.64,0.77,0.71
468,8565,1435,3561,6439,0.75,0.86,0.64,0.77,0.71
469,8564,1436,3560,6440,0.75,0.86,0.64,0.77,0.71
470,8563,1437,3559,6441,0.75,0.86,0.64,0.77,0.71
471,8562,1438,3558,6442,0.75,0.86,0.64,0.77,0.71
472,8561,1439,3557,6443,0.75,0.86,0.64,0.77,0.71
473,8560,1440,3556,6444,0.75,0.86,0.64,0.77,0.71
474,8559,1441,3555,6445,0.75,0.86,0.64,0.77,0.71
475,8558,1442,3554,6446,0.75,0.86,0.64,0.77,0.71
476,8557,1443,3553,6447,0.75,0.86,0.64,0.77,0.71
477,8556,1444,3552,6448,0.75,0.86,0.64,0.77,0.71
478,8555,1445,3551,6449,0.75,0.86,0.64,0.77,0.71
479,8602,1398,3599,6401,0.75,0.86,0.64,0.77,0.71
480,8601,1399,3598,6402,0.75,0.86,0.64,0.77,0.71
481,8600,1400,3597,6403,0.75,0.86,0.64,0.77,0.71
482,8599,1401,3596,6404,0.75,0.86,0.64,0.77,0.71
483,8598,1402,3595,6405,0.75,0.86,0.64,0.77,0.71
484,8597,1403,3594,6406,0.75,0.86,0.64,0.77,0.71
485,8596,1404,3593,6407,0.75,0.86,0.64,0.77,0.71
486,8595,1405,3592,6408,0.75,0.86,0.64,0.77,0.71
487,8594,1406,3591,6409,0.75,0.86,0.64,0.77,0.71
488,8593,1407,3590,6410,0.75,0.86,0.64,0.77,0.71
489,8592,1408,3589,6411,0.75,0.86,0.64,0.77,0.71
490,8591,1409,3588,6412,0.75,0.86,0.64,0.77,0.71
491,8590,1410,3587,6413,0.75,0.86,0.64,0.77,0.71
492,8589,1411,3586,6414,0.75,0.86,0.64,0.77,0.71
493,8588,1412,3585,6415,0.75,0.86,0.64,0.77,0.71
494,8587,1413,3584,6416,0.75,0.86,0.64,0.77,0.71
495,8586,1414,3583,6417,0.75,0.86,0.64,0.77,0.71
496,8585,1415,3582,6418,0.75,0.86,0.64,0.77,0.71
497,8584,1416,3581,6419,0.75,0.86,0.64,0.77,0.71
498,8583,1417,3580,6420,0.75,0.86,0.64,0.77,0.71
499,8582,1418,3579,6421,0.75,0.86,0.64,0.77,0.71
500,8581,1419,3578,6422,0.75,0.86,0.64,0.77,0.71
501,8580,1420,3577,6423,0.75,0.86,0.64,0.77,0.71
502,8579,1421,3576,6424,0.75,0.86,0.64,0.77,0.71
503,8578,1422,3575,6425,0.75,0.86,0.64,0.77,0.71
504,8577,1423,3574,6426,0.75,0.86,0.64,0.77,0.71
505,8576,1424,3573,6427,0.75,0.86,0.64,0.77,0.71
506,8575,1425,3572,6428,0.75,0.86,0.64,0.77,0.71
507,8574,1426,3571,6429,0.75,0.86,0.64,0.77,0.71
508,8573,1427,3570,6430,0.75,0.86,0.64,0.77,0.71
509,8572,1428,3569,6431,0.75,0.86,0.64,0.77,0.71
510,8571,1429,3568,6432,0.75,0.86,0.64,0.77,0.71
511,8570,1430,3567,6433,0.75,0.86,0.64,0.77,0.71
512,8569,1431,3566,6434,0.75,0.86,0.64,0.77,0.71
513,8568,1432,3565,6435,0.75,0.86,0.64,0.77,0.71
514,8567,1433,3564,6436,0.75,0.86,0.64,0.77,0.71
515,8566,1434,3563,6437,0.75,0.86,0.64,0.77,0.71
516,8565,1435,3562,6438,0.75,0.86,0.64,0.77,0.71
517,8564,1436,3561,6439,0.75,0.86,0.64,0.77,0.71
518,8563,1437,3560,6440,0.75,0.86,0.64,0.77,0.71
519,8562,1438,3559,6441,0.75,0.86,0.64,0.77,0.71
520,8561,1439,3558,6442,0.75,0.86,0.64,0.77,0.71
521,8560,1440,3557,6443,0.75,0.86,0.64,0.77,0.71
522,8559,1441,3556,6444,0.75,0.86,0.64,0.77,0.71
523,8558,1442,3555,6445,0.75,0.86,0.64,0.77,0.71
524,8557,1443,3554,6446,0.75,0.86,0.64,0.77,0.71
525,8556,1444,3553,6447,0.75,0.86,0.64,0.77,0.71
526,8555,1445,3552,6448,0.75,0.86,0.64,0.77,0.71
527,8554,1446,3551,6449,0.75,0.86,0.64,0.77,0.71
528,8601,1399,3599,6401,0.75,0.86,0.64,0.77,0.71
529,8600,1400,3598,6402,0.75,0.86,0.64,0.77,0.71
530,8599,1401,3597,6403,0.75,0.86,0.64,0.77,0.71
531,8598,1402,3596,6404,0.75,0.86,0.64,0.77,0.71
532,8597,1403,3595,6405,0.75,0.86,0.64,0.77,0.71
533,8596,1404,3594,6406,0.75,0.86,0.64,0.77,0.71
534,8595,1405,3593,6407,0.75,0.86,0.64,0.77,0.71
535,8594,1406,3592,6408,0.75,0.86,0.64,0.77,0.71
536,8593,1407,3591,6409,0.75,0.86,0.64,0.77,0.71
537,8592,1408,3590,6410,0.75,0.86,0.64,0.77,0.71
538,8591,1409,3589,6411,0.75,0.86,0.64,0.77,0.71
539,8590,1410,3588,6412,0.75,0.86,0.64,0.77,0.71
540,8589,1411,3587,6413,0.75,0.86,0.64,0.77,0.71
541,8588,1412,3586,6414,0.75,0.86,0.64,0.77,0.71
542,8587,1413,3585,6415,0.75,0.86,0.64,0.77,0.71
543,8586,1414,3584,6416,0.75,0.86,0.64,0.77,0.71
544,8585,1415,3583,6417,0.75,0.86,0.64,0.77,0.71
545,8584,1416,3582,6418,0.75,0.86,0.64,0.77,0.71
546,8583,1417,3581,6419,0.75,0.86,0.64,0.77,0.71
547,8582,1418,3580,6420,0.75,0.86,0.64,0.77,0.71
548,8581,1419,3579,6421,0.75,0.86,0.64,0.77,0.71
549,8580,1420,3578,6422,0.75,0.86,0.64,0.77,0.71
550,8579,1421,3577,6423,0.75,0.86,0.64,0.77,0.71
551,8578,1422,3576,6424,0.75,0.86,0.64,0.77,0.71
552,8577,1423,3575,6425,0.75,0.86,0.64,0.77,0.71
553,8576,1424,3574,6426,0.75,0.86,0.64,0.77,0.71
554,8575,1425,3573,6427,0.75,0.86,0.64,0.77,0.71
555,8574,1426,3572,6428,0.75,0.86,0.64,0.77,0.71
556,8573,1427,3571,6429,0.75,0.86,0.64,0.77,0.71
557,8572,1428,3570,6430,0.75,0.86,0.64,0.77,0.71
558,8571,1429,3569,6431,0.75,0.86,0.64,0.77,0.71
559,8570,1430,3568,6432,0.75,0.86,0.64,0.77,0.71
560,8569,1431,3567,6433,0.75,0.86,0.64,0.77,0.71
561,8568,1432,3566,6434,0.75,0.86,0.64,0.77,0.71
562,8567,1433,3565,6435,0.75,0.86,0.64,0.77,0.71
563,8566,1434,3564,6436,0.75,0.86,0.64,0.77,0.71
564,8565,1435,3563,6437,0.75,0.86,0.64,0.77,0.71
565,8564,1436,3562,6438,0.75,0.86,0.64,0.77,0.71
566,8563,1437,3561,6439,0.75,0.86,0.64,0.77,0.71
567,8562,1438,3560,6440,0.75,0.86,0.64,0.77,0.71
568,8561,1439,3559,6441,0.75,0.86,0.64,0.77,0.71
569,8560,1440,3558,6442,0.75,0.86,0.64,0.77,0.71
570,8559,1441,3557,6443,0.75,0.86,0.64,0.77,0.71
571,8558,1442,3556,6444,0.75,0.86,0.64,0.77,0.71
572,8557,1443,3555,6445,0.75,0.86,0.64,0.77,0.71
573,8556,1444,3554,6446,0.75,0.86,0.64,0.77,0.71
574,8555,1445,3553,6447,0.75,0.86,0.64,0.77,0.71
575,8554,1446,3552,6448,0.75,0.86,0.64,0.77,0.71
576,8553,1447,3551,6449,0.75,0.86,0.64,0.77,0.71
577,8599,1401,3598,6402,0.75,0.86,0.64,0.77,0.71
578,8598,1402,3597,6403,0.75,0.86,0.64,0.77,0.71
579,8597,1403,3596,6404,0.75,0.86,0.64,0.77,0.71
580,8596,1404,3595,6405,0.75,0.86,0.64,0.77,0.71
581,8595,1405,3594,6406,0.75,0.86,0.64,0.77,0.71
582,8594,1406,3593,6407,0.75,0.86,0.64,0.77,0.71
583,8593,1407,3592,6408,0.75,0.86,0.64,0.77,0.71
584,8592,1408,3591,6409,0.75,0.86,0.64,0.77,0.71
585,8591,1409,3590,6410,0.75,0.86,0.64,0.77,0.71
586,8590,1410,3589,6411,0.75,0.86,0.64,0.77,0.71
587,8589,1411,3588,6412,0.75,0.86,0.64,0.77,0.71
588,8588,1412,3587,6413,0.75,0.86,0.64,0.77,0.71
589,8587,1413,3586,6414,0.75,0.86,0.64,0.77,0.71
590,8586,1414,3585,6415,0.75,0.86,0.64,0.77,0.71
591,8585,1415,3584,6416,0.75,0.86,0.64,0.77,0.71
592,8584,1416,3583,6417,0.75,0.86,0.64,0.77,0.71
593,8583,1417,3582,6418,0.75,0.86,0.64,0.77,0.71
594,8582,1418,3581,6419,0.75,0.86,0.64,0.77,0.71
595,8581,1419,3580,6420,0.75,0.86,0.64,0.77,0.71
596,8580,1420,3579,6421,0.75,0.86,0.64,0.77,0.71
597,8579,1421,3578,6422,0.75,0.86,0.64,0.77,0.71
598,8578,1422,3577,6423,0.75,0.86,0.64,0.77,0.71
599,8577,1423,3576,6424,0.75,0.86,0.64,0.77,0.71
600,8576,1424,3575,6425,0.75,0.86,0.64,0.77,0.71
601,8575,1425,3574,6426,0.75,0.86,0.64,0.77,0.71
602,8574,1426,3573,6427,0.75,0.86,0.64,0.77,0.71
603,8573,1427,3572,6428,0.75,0.86,0.64,0.77,0.71
604,8572,1428,3571,6429,0.75,0.86,0.64,0.77,0.71
605,8571,1429,3570,6430,0.75,0.86,0.64,0.77,0.71
606,8570,1430,3569,6431,0.75,0.86,0.64,0.77,0.71
607,8569,1431,3568,6432,0.75,0.86,0.64,0.77,0.71
608,8568,1432,3567,6433,0.75,0.86,0.64,0.77,0.71
609,8567,1433,3566,6434,0.75,0.86,0.64,0.77,0.71
610,8566,1434,3565,6435,0.75,0.86,0.64,0.77,0.71
611,8565,1435,3564,6436,0.75,0.86,0.64,0.77,0.71
612,8564,1436,3563,6437,0.75,0.86,0.64,0.77,0.71
613,8563,1437,3562,6438,0.75,0.86,0.64,0.77,0.71
614,8562,1438,3561,6439,0.75,0.86,0.64,0.77,0.71
615,8561,1439,3560,6440,0.75,0.86,0.64,0.77,0.71
616,8560,1440,3559,6441,0.75,0.86,0.64,0.77,0.71
617,8559,1441,3558,6442,0.75,0.86,0.64,0.77,0.71
618,8558,1442,3557,6443,0.75,0.86,0.64,0.77,0.71
619,8557,1443,3556,6444,0.75,0.86,0.64,0.77,0.71
620,8556,1444,3555,6445,0.75,0.86,0.64,0.77,0.71
621,8555,1445,3554,6446,0.75,0.86,0.64,0.77,0.71
622,8554,1446,3553,6447,0.75,0.86,0.64,0.77,0.71
623,8553,1447,3552,6448,0.75,0.86,0.64,0.77,0.71
624,8552,1448,3551,6449,0.75,0.86,0.64,0.77,0.71
625,8597,1403,3597,6403,0.75,0.86,0.64,0.77,0.71
626,8596,1404,3596,6404,0.75,0.86,0.64,0.77,0.71
627,8595,1405,3595,6405,0.75,0.86,0.64,0.77,0.71
628,8594,1406,3594,6406,0.75,0.86,0.64,0.77,0.71
629,8593,1407,3593,6407,0.75,0.86,0.64,0.77,0.71
630,8592,1408,3592,6408,0.75,0.86,0.64,0.77,0.71
631,8591,1409,3591,6409,0.75,0.86,0.64,0.77,0.71
632,8590,1410,3590,6410,0.75,0.86,0.64,0.77,0.71
633,8589,1411,3589,6411,0.75,0.86,0.64,0.77,0.71
634,8588,1412,3588,6412,0.75,0.86,0.64,0.77,0.71
635,8587,1413,3587,6413,0.75,0.86,0.64,0.77,0.71
636,8586,1414,3586,6414,0.75,0.86,0.64,0.77,0.71
637,8585,1415,3585,6415,0.75,0.86,0.64,0.77,0.71
638,8584,1416,3584,6416,0.75,0.86,0.64,0.77,0.71
639,8583,1417,3583,6417,0.75,0.86,0.64,0.77,0.71
640,8582,1418,3582,6418,0.75,0.86,0.64,0.77,0.71
641,8581,1419,3581,6419,0.75,0.86,0.64,0.77,0.71
642,8580,1420,3580,6420,0.75,0.86,0.64,0.77,0.71
643,8579,1421,3579,6421,0.75,0.86,0.64,0.77,0.71
644,8578,1422,3578,6422,0.75,0.86,0.64,0.77,0.71
645,8577,1423,3577,6423,0.75,0.86,0.64,0.77,0.71
646,8576,1424,3576,6424,0.75,0.86,0.64,0.77,0.71
647,8575,1425,3575,6425,0.75,0.86,0.64,0.77,0.71
648,8574,1426,3574,6426,0.75,0.86,0.64,0.77,0.71
649,8573,1427,3573,6427,0.75,0.86,0.64,0.77,0.71
650,8572,1428,3572,6428,0.75,0.86,0.64,0.77,0.71
651,8571,1429,3571,6429,0.75,0.86,0.64,0.77,0.71
652,8570,1430,3570,6430,0.75,0.86,0.64,0.77,0.71
653,8569,1431,3569,6431,0.75,0.86,0.64,0.77,0.71
654,8568,1432,3568,6432,0.75,0.86,0.64,0.77,0.71
655,8567,1433,3567,6433,0.75,0.86,0.64,0.77,0.71
656,8566,1434,3566,6434,0.75,0.86,0.64,0.77,0.71
657,8565,1435,3565,6435,0.75,0.86,0.64,0.77,0.71
658,8564,1436,3564,6436,0.75,0.86,0.64,0.77,0.71
659,8563,1437,3563,6437,0.75,0.86,0.64,0.77,0.71
660,8562,1438,3562,6438,0.75,0.86,0.64,0.77,0.71
661,8561,1439,3561,6439,0.75,0.86,0.64,0.77,0.71
662,8560,1440,3560,6440,0.75,0.86,0.64,0.77,0.71
663,8559,1441,3559,6441,0.75,0.86,0.64,0.77,0.71
664,8558,1442,3558,6442,0.75,0.86,0.64,0.77,0.71
665,8557,1443,3557,6443,0.75,0.86,0.64,0.77,0.71
666,8556,1444,3556,6444,0.75,0.86,0.64,0.77,0.71
667,8555,1445,3555,6445,0.75,0.86,0.64,0.77,0.71
668,8554,1446,3554,6446,0.75,0.86,0.64,0.77,0.71
669,8553,1447,3553,6447,0.75,0.86,0.64,0.77,0.71
670,8552,1448,3552,6448,0.75,0.86,0.64,0.77,0.71
671,8551,1449,3551,6449,0.75,0.86,0.64,0.77,0.71
672,8595,1405,3596,6404,0.75,0.86,0.64,0.77,0.71
673,8594,1406,3595,6405,0.75,0.86,0.64,0.77,0.71
674,8593,1407,3594,6406,0.75,0.86,0.64,0.77,0.71
675,8592,1408,3593,6407,0.75,0.86,0.64,0.77,0.71
676,8591,1409,3592,6408,0.75,0.86,0.64,0.77,0.71
677,8590,1410,3591,6409,0.75,0.86,0.64,0.77,0.71
678,8589,1411,3590,6410,0.75,0.86,0.64,0.77,0.71
679,8588,1412,3589,6411,0.75,0.86,0.64,0.77,0.71
680,8587,1413,3588,6412,0.75,0.86,0.64,0.77,0.71
681,8586,1414,3587,6413,0.75,0.86,0.64,0.77,0.71
682,8585,1415,3586,6414,0.75,0.86,0.64,0.77,0.71
683,8584,1416,3585,6415,0.75,0.86,0.64,0.77,0.71
684,8583,1417,3584,6416,0.75,0.86,0.64,0.77,0.71
685,8582,1418,3583,6417,0.75,0.86,0.64,0.77,0.71
686,8581,1419,3582,6418,0.75,0.86,0.64,0.77,0.71
687,8580,1420,3581,6419,0.75,0.86,0.64,0.77,0.71
688,8579,1421,3580,6420,0.75,0.86,0.64,0.77,0.71
689,8578,1422,3579,6421,0.75,0.86,0.64,0.77,0.71
690,8577,1423,3578,6422,0.75,0.86,0.64,0.77,0.71
691,8576,1424,3577,6423,0.75,0.86,0.64,0.77,0.71
692,8575,1425,3576,6424,0.75,0.86,0.64,0.77,0.71
