TP,FN,FP,TN,Accuracy,Sensitivity,Specificity,F1,Precision,
8554,1446,3558,6442,0.75,0.86,0.64,0.77,0.71,
8553,1447,3557,6443,0.75,0.86,0.64,0.77,0.71,
8552,1448,3556,6444,0.75,0.86,0.64,0.77,0.71,
8551,1449,3555,6445,0.75,0.86,0.64,0.77,0.71,
8550,1450,3554,6446,0.75,0.86,0.64,0.77,0.71,
8588,1412,3593,6407,0.75,0.86,0.64,0.77,0.71,
8587,1413,3592,6408,0.75,0.86,0.64,0.77,0.71,
8586,1414,3591,6409,0.75,0.86,0.64,0.77,0.71,
8585,1415,3590,6410,0.75,0.86,0.64,0.77,0.71,
8584,1416,3589,6411,0.75,0.86,0.64,0.77,0.71,
8583,1417,3588,6412,0.75,0.86,0.64,0.77,0.71,
8582,1418,3587,6413,0.75,0.86,0.64,0.77,0.71,
8581,1419,3586,6414,0.75,0.86,0.64,0.77,0.71,
8580,1420,3585,6415,0.75,0.86,0.64,0.77,0.71,
8579,1421,3584,6416,0.75,0.86,0.64,0.77,0.71,
8578,1422,3583,6417,0.75,0.86,0.64,0.77,0.71,
8577,1423,3582,6418,0.75,0.86,0.64,0.77,0.71,
8576,1424,3581,6419,0.75,0.86,0.64,0.77,0.71,
8575,1425,3580,6420,0.75,0.86,0.64,0.77,0.71,
8574,1426,3579,6421,0.75,0.86,0.64,0.77,0.71,
8573,1427,3578,6422,0.75,0.86,0.64,0.77,0.71,
8572,1428,3577,6423,0.75,0.86,0.64,0.77,0.71,
8571,1429,3576,6424,0.75,0.86,0.64,0.77,0.71,
8570,1430,3575,6425,0.75,0.86,0.64,0.77,0.71,
8569,1431,3574,6426,0.75,0.86,0.64,0.77,0.71,
8568,1432,3573,6427,0.75,0.86,0.64,0.77,0.71,
8567,1433,3572,6428,0.75,0.86,0.64,0.77,0.71,
8566,1434,3571,6429,0.75,0.86,0.64,0.77,0.71,
8565,1435,3570,6430,0.75,0.86,0.64,0.77,0.71,
8564,1436,3569,6431,0.75,0.86,0.64,0.77,0.71,
8563,1437,3568,6432,0.75,0.86,0.64,0.77,0.71,
8562,1438,3567,6433,0.75,0.86,0.64,0.77,0.71,
8561,1439,3566,6434,0.75,0.86,0.64,0.77,0.71,
8560,1440,3565,6435,0.75,0.86,0.64,0.77,0.71,
8559,1441,3564,6436,0.75,0.86,0.64,0.77,0.71,
8558,1442,3563,6437,0.75,0.86,0.64,0.77,0.71,
8557,1443,3562,6438,0.75,0.86,0.64,0.77,0.71,
8556,1444,3561,6439,0.75,0.86,0.64,0.77,0.71,
8555,1445,3560,6440,0.75,0.86,0.64,0.77,0.71,
8554,1446,3559,6441,0.75,0.86,0.64,0.77,0.71,
8553,1447,3558,6442,0.75,0.86,0.64,0.77,0.71,
8552,1448,3557,6443,0.75,0.86,0.64,0.77,0.71,
8551,1449,3556,6444,0.75,0.86,0.64,0.77,0.71,
8550,1450,3555,6445,0.75,0.86,0.64,0.77,0.71,
8587,1413,3593,6407,0.75,0.86,0.64,0.77,0.71,
8586,1414,3592,6408,0.75,0.86,0.64,0.77,0.71,
8585,1415,3591,6409,0.75,0.86,0.64,0.77,0.71,
8584,1416,3590,6410,0.75,0.86,0.64,0.77,0.71,
8583,1417,3589,6411,0.75,0.86,0.64,0.77,0.71,
8582,1418,3588,6412,0.75,0.86,0.64,0.77,0.71,
8581,1419,3587,6413,0.75,0.86,0.64,0.77,0.71,
8580,1420,3586,6414,0.75,0.86,0.64,0.77,0.71,
8579,1421,3585,6415,0.75,0.86,0.64,0.77,0.71,
8578,1422,3584,6416,0.75,0.86,0.64,0.77,0.71,
8577,1423,3583,6417,0.75,0.86,0.64,0.77,0.71,
8576,1424,3582,6418,0.75,0.86,0.64,0.77,0.71,
8575,1425,3581,6419,0.75,0.86,0.64,0.77,0.71,
8574,1426,3580,6420,0.75,0.86,0.64,0.77,0.71,
8573,1427,3579,6421,0.75,0.86,0.64,0.77,0.71,
8572,1428,3578,6422,0.75,0.86,0.64,0.77,0.71,
8571,1429,3577,6423,0.75,0.86,0.64,0.77,0.71,
8570,1430,3576,6424,0.75,0.86,0.64,0.77,0.71,
8569,1431,3575,6425,0.75,0.86,0.64,0.77,0.71,
8568,1432,3574,6426,0.75,0.86,0.64,0.77,0.71,
8567,1433,3573,6427,0.75,0.86,0.64,0.77,0.71,
8566,1434,3572,6428,0.75,0.86,0.64,0.77,0.71,
8565,1435,3571,6429,0.75,0.86,0.64,0.77,0.71,
8564,1436,3570,6430,0.75,0.86,0.64,0.77,0.71,
8563,1437,3569,6431,0.75,0.86,0.64,0.77,0.71,
8562,1438,3568,6432,0.75,0.86,0.64,0.77,0.71,
8561,1439,3567,6433,0.75,0.86,0.64,0.77,0.71,
8560,1440,3566,6434,0.75,0.86,0.64,0.77,0.71,
8559,1441,3565,6435,0.75,0.86,0.64,0.77,0.71,
8558,1442,3564,6436,0.75,0.86,0.64,0.77,0.71,
8557,1443,3563,6437,0.75,0.86,0.64,0.77,0.71,
8556,1444,3562,6438,0.75,0.86,0.64,0.77,0.71,
8555,1445,3561,6439,0.75,0.86,0.64,0.77,0.71,
8554,1446,3560,6440,0.75,0.86,0.64,0.77,0.71,
8553,1447,3559,6441,0.75,0.86,0.64,0.77,0.71,
8552,1448,3558,6442,0.75,0.86,0.64,0.77,0.71,
8551,1449,3557,6443,0.75,0.86,0.64,0.77,0.71,
8550,1450,3556,6444,0.75,0.86,0.64,0.77,0.71,
8585,1415,3592,6408,0.75,0.86,0.64,0.77,0.71,
8584,1416,3591,6409,0.75,0.86,0.64,0.77,0.71,
8583,1417,3590,6410,0.75,0.86,0.64,0.77,0.71,
8582,1418,3589,6411,0.75,0.86,0.64,0.77,0.71,
8581,1419,3588,6412,0.75,0.86,0.64,0.77,0.71,
8580,1420,3587,6413,0.75,0.86,0.64,0.77,0.71,
8579,1421,3586,6414,0.75,0.86,0.64,0.77,0.71,
8578,1422,3585,6415,0.75,0.86,0.64,0.77,0.71,
8577,1423,3584,6416,0.75,0.86,0.64,0.77,0.71,
8576,1424,3583,6417,0.75,0.86,0.64,0.77,0.71,
8575,1425,3582,6418,0.75,0.86,0.64,0.77,0.71,
8574,1426,3581,6419,0.75,0.86,0.64,0.77,0.71,
8573,1427,3580,6420,0.75,0.86,0.64,0.77,0.71,
8572,1428,3579,6421,0.75,0.86,0.64,0.77,0.71,
8571,1429,3578,6422,0.75,0.86,0.64,0.77,0.71,
8570,1430,3577,6423,0.75,0.86,0.64,0.77,0.71,
8569,1431,3576,6424,0.75,0.86,0.64,0.77,0.71,
8568,1432,3575,6425,0.75,0.86,0.64,0.77,0.71,
8567,1433,3574,6426,0.75,0.86,0.64,0.77,0.71,
8566,1434,3573,6427,0.75,0.86,0.64,0.77,0.71,
8565,1435,3572,6428,0.75,0.86,0.64,0.77,0.71,
8564,1436,3571,6429,0.75,0.86,0.64,0.77,0.71,
8563,1437,3570,6430,0.75,0.86,0.64,0.77,0.71,
8562,1438,3569,6431,0.75,0.86,0.64,0.77,0.71,
8561,1439,3568,6432,0.75,0.86,0.64,0.77,0.71,
8560,1440,3567,6433,0.75,0.86,0.64,0.77,0.71,
8559,1441,3566,6434,0.75,0.86,0.64,0.77,0.71,
8558,1442,3565,6435,0.75,0.86,0.64,0.77,0.71,
8557,1443,3564,6436,0.75,0.86,0.64,0.77,0.71,
8556,1444,3563,6437,0.75,0.86,0.64,0.77,0.71,
8555,1445,3562,6438,0.75,0.86,0.64,0.77,0.71,
8554,1446,3561,6439,0.75,0.86,0.64,0.77,0.71,
8553,1447,3560,6440,0.75,0.86,0.64,0.77,0.71,
8552,1448,3559,6441,0.75,0.86,0.64,0.77,0.71,
8551,1449,3558,6442,0.75,0.86,0.64,0.77,0.71,
8550,1450,3557,6443,0.75,0.86,0.64,0.77,0.71,
8583,1417,3591,6409,0.75,0.86,0.64,0.77,0.71,
8582,1418,3590,6410,0.75,0.86,0.64,0.77,0.71,
8581,1419,3589,6411,0.75,0.86,0.64,0.77,0.71,
8580,1420,3588,6412,0.75,0.86,0.64,0.77,0.71,
8579,1421,3587,6413,0.75,0.86,0.64,0.77,0.71,
8578,1422,3586,6414,0.75,0.86,0.64,0.77,0.71,
8577,1423,3585,6415,0.75,0.86,0.64,0.77,0.71,
8576,1424,3584,6416,0.75,0.86,0.64,0.77,0.71,
8575,1425,3583,6417,0.75,0.86,0.64,0.77,0.71,
8574,1426,3582,6418,0.75,0.86,0.64,0.77,0.71,
8573,1427,3581,6419,0.75,0.86,0.64,0.77,0.71,
8572,1428,3580,6420,0.75,0.86,0.64,0.77,0.71,
8571,1429,3579,6421,0.75,0.86,0.64,0.77,0.71,
8570,1430,3578,6422,0.75,0.86,0.64,0.77,0.71,
8569,1431,3577,6423,0.75,0.86,0.64,0.77,0.71,
8568,1432,3576,6424,0.75,0.86,0.64,0.77,0.71,
8567,1433,3575,6425,0.75,0.86,0.64,0.77,0.71,
8566,1434,3574,6426,0.75,0.86,0.64,0.77,0.71,
8565,1435,3573,6427,0.75,0.86,0.64,0.77,0.71,
8564,1436,3572,6428,0.75,0.86,0.64,0.77,0.71,
8563,1437,3571,6429,0.75,0.86,0.64,0.77,0.71,
8562,1438,3570,6430,0.75,0.86,0.64,0.77,0.71,
8561,1439,3569,6431,0.75,0.86,0.64,0.77,0.71,
8560,1440,3568,6432,0.75,0.86,0.64,0.77,0.71,
8559,1441,3567,6433,0.75,0.86,0.64,0.77,0.71,
8558,1442,3566,6434,0.75,0.86,0.64,0.77,0.71,
8557,1443,3565,6435,0.75,0.86,0.64,0.77,0.71,
8556,1444,3564,6436,0.75,0.86,0.64,0.77,0.71,
8555,1445,3563,6437,0.75,0.86,0.64,0.77,0.71,
8554,1446,3562,6438,0.75,0.86,0.64,0.77,0.71,
8553,1447,3561,6439,0.75,0.86,0.64,0.77,0.71,
8552,1448,3560,6440,0.75,0.86,0.64,0.77,0.71,
8551,1449,3559,6441,0.75,0.86,0.64,0.77,0.71,
8550,1450,3558,6442,0.75,0.86,0.64,0.77,0.71,
8582,1418,3591,6409,0.75,0.86,0.64,0.77,0.71,
8581,1419,3590,6410,0.75,0.86,0.64,0.77,0.71,
8580,1420,3589,6411,0.75,0.86,0.64,0.77,0.71,
8579,1421,3588,6412,0.75,0.86,0.64,0.77,0.71,
8578,1422,3587,6413,0.75,0.86,0.64,0.77,0.71,
8577,1423,3586,6414,0.75,0.86,0.64,0.77,0.71,
8576,1424,3585,6415,0.75,0.86,0.64,0.77,0.71,
8575,1425,3584,6416,0.75,0.86,0.64,0.77,0.71,
8574,1426,3583,6417,0.75,0.86,0.64,0.77,0.71,
8573,1427,3582,6418,0.75,0.86,0.64,0.77,0.71,
8572,1428,3581,6419,0.75,0.86,0.64,0.77,0.71,
8571,1429,3580,6420,0.75,0.86,0.64,0.77,0.71,
8570,1430,3579,6421,0.75,0.86,0.64,0.77,0.71,
8569,1431,3578,6422,0.75,0.86,0.64,0.77,0.71,
8568,1432,3577,6423,0.75,0.86,0.64,0.77,0.71,
8567,1433,3576,6424,0.75,0.86,0.64,0.77,0.71,
8566,1434,3575,6425,0.75,0.86,0.64,0.77,0.71,
8565,1435,3574,6426,0.75,0.86,0.64,0.77,0.71,
8564,1436,3573,6427,0.75,0.86,0.64,0.77,0.71,
8563,1437,3572,6428,0.75,0.86,0.64,0.77,0.71,
8562,1438,3571,6429,0.75,0.86,0.64,0.77,0.71,
8561,1439,3570,6430,0.75,0.86,0.64,0.77,0.71,
8560,1440,3569,6431,0.75,0.86,0.64,0.77,0.71,
8559,1441,3568,6432,0.75,0.86,0.64,0.77,0.71,
8558,1442,3567,6433,0.75,0.86,0.64,0.77,0.71,
8557,1443,3566,6434,0.75,0.86,0.64,0.77,0.71,
8556,1444,3565,6435,0.75,0.86,0.64,0.77,0.71,
8555,1445,3564,6436,0.75,0.86,0.64,0.77,0.71,
8554,1446,3563,6437,0.75,0.86,0.64,0.77,0.71,
8553,1447,3562,6438,0.75,0.86,0.64,0.77,0.71,
8552,1448,3561,6439,0.75,0.86,0.64,0.77,0.71,
8551,1449,3560,6440,0.75,0.86,0.64,0.77,0.71,
8550,1450,3559,6441,0.75,0.86,0.64,0.77,0.71,
8580,1420,3590,6410,0.75,0.86,0.64,0.77,0.71,
8579,1421,3589,6411,0.75,0.86,0.64,0.77,0.71,
8578,1422,3588,6412,0.75,0.86,0.64,0.77,0.71,
8577,1423,3587,6413,0.75,0.86,0.64,0.77,0.71,
8576,1424,3586,6414,0.75,0.86,0.64,0.77,0.71,
8575,1425,3585,6415,0.75,0.86,0.64,0.77,0.71,
8574,1426,3584,6416,0.75,0.86,0.64,0.77,0.71,
8573,1427,3583,6417,0.75,0.86,0.64,0.77,0.71,
8572,1428,3582,6418,0.75,0.86,0.64,0.77,0.71,
8571,1429,3581,6419,0.75,0.86,0.64,0.77,0.71,
8570,1430,3580,6420,0.75,0.86,0.64,0.77,0.71,
8569,1431,3579,6421,0.75,0.86,0.64,0.77,0.71,
8568,1432,3578,6422,0.75,0.86,0.64,0.77,0.71,
8567,1433,3577,6423,0.75,0.86,0.64,0.77,0.71,
8566,1434,3576,6424,0.75,0.86,0.64,0.77,0.71,
8565,1435,3575,6425,0.75,0.86,0.64,0.77,0.71,
8564,1436,3574,6426,0.75,0.86,0.64,0.77,0.71,
8563,1437,3573,6427,0.75,0.86,0.64,0.77,0.71,
8562,1438,3572,6428,0.75,0.86,0.64,0.77,0.71,
8561,1439,3571,6429,0.75,0.86,0.64,0.77,0.71,
8560,1440,3570,6430,0.75,0.86,0.64,0.77,0.71,
8559,1441,3569,6431,0.75,0.86,0.64,0.77,0.71,
8558,1442,3568,6432,0.75,0.86,0.64,0.77,0.71,
8557,1443,3567,6433,0.75,0.86,0.64,0.77,0.71,
8556,1444,3566,6434,0.75,0.86,0.64,0.77,0.71,
8555,1445,3565,6435,0.75,0.86,0.64,0.77,0.71,
8554,1446,3564,6436,0.75,0.86,0.64,0.77,0.71,
8553,1447,3563,6437,0.75,0.86,0.64,0.77,0.71,
8552,1448,3562,6438,0.75,0.86,0.64,0.77,0.71,
8551,1449,3561,6439,0.75,0.86,0.64,0.77,0.71,
8550,1450,3560,6440,0.75,0.86,0.64,0.77,0.71,
8578,1422,3589,6411,0.75,0.86,0.64,0.77,0.71,
8577,1423,3588,6412,0.75,0.86,0.64,0.77,0.71,
8576,1424,3587,6413,0.75,0.86,0.64,0.77,0.71,
8575,1425,3586,6414,0.75,0.86,0.64,0.77,0.71,
8574,1426,3585,6415,0.75,0.86,0.64,0.77,0.71,
8573,1427,3584,6416,0.75,0.86,0.64,0.77,0.71,
8572,1428,3583,6417,0.75,0.86,0.64,0.77,0.71,
8571,1429,3582,6418,0.75,0.86,0.64,0.77,0.71,
8570,1430,3581,6419,0.75,0.86,0.64,0.77,0.71,
8569,1431,3580,6420,0.75,0.86,0.64,0.77,0.71,
8568,1432,3579,6421,0.75,0.86,0.64,0.77,0.71,
8567,1433,3578,6422,0.75,0.86,0.64,0.77,0.71,
8566,1434,3577,6423,0.75,0.86,0.64,0.77,0.71,
8565,1435,3576,6424,0.75,0.86,0.64,0.77,0.71,
8564,1436,3575,6425,0.75,0.86,0.64,0.77,0.71,
8563,1437,3574,6426,0.75,0.86,0.64,0.77,0.71,
8562,1438,3573,6427,0.75,0.86,0.64,0.77,0.71,
8561,1439,3572,6428,0.75,0.86,0.64,0.77,0.71,
8560,1440,3571,6429,0.75,0.86,0.64,0.77,0.71,
8559,1441,3570,6430,0.75,0.86,0.64,0.77,0.71,
8558,1442,3569,6431,0.75,0.86,0.64,0.77,0.71,
8557,1443,3568,6432,0.75,0.86,0.64,0.77,0.71,
8556,1444,3567,6433,0.75,0.86,0.64,0.77,0.71,
8555,1445,3566,6434,0.75,0.86,0.64,0.77,0.71,
8554,1446,3565,6435,0.75,0.86,0.64,0.77,0.71,
8553,1447,3564,6436,0.75,0.86,0.64,0.77,0.71,
8552,1448,3563,6437,0.75,0.86,0.64,0.77,0.71,
8551,1449,3562,6438,0.75,0.86,0.64,0.77,0.71,
8550,1450,3561,6439,0.75,0.86,0.64,0.77,0.71,
8576,1424,3588,6412,0.75,0.86,0.64,0.77,0.71,
8575,1425,3587,6413,0.75,0.86,0.64,0.77,0.71,
8574,1426,3586,6414,0.75,0.86,0.64,0.77,0.71,
8573,1427,3585,6415,0.75,0.86,0.64,0.77,0.71,
8572,1428,3584,6416,0.75,0.86,0.64,0.77,0.71,
8571,1429,3583,6417,0.75,0.86,0.64,0.77,0.71,
8570,1430,3582,6418,0.75,0.86,0.64,0.77,0.71,
8569,1431,3581,6419,0.75,0.86,0.64,0.77,0.71,
8568,1432,3580,6420,0.75,0.86,0.64,0.77,0.71,
8567,1433,3579,6421,0.75,0.86,0.64,0.77,0.71,
8566,1434,3578,6422,0.75,0.86,0.64,0.77,0.71,
8565,1435,3577,6423,0.75,0.86,0.64,0.77,0.71,
8564,1436,3576,6424,0.75,0.86,0.64,0.77,0.71,
8563,1437,3575,6425,0.75,0.86,0.64,0.77,0.71,
8562,1438,3574,6426,0.75,0.86,0.64,0.77,0.71,
8561,1439,3573,6427,0.75,0.86,0.64,0.77,0.71,
8560,1440,3572,6428,0.75,0.86,0.64,0.77,0.71,
8559,1441,3571,6429,0.75,0.86,0.64,0.77,0.71,
8558,1442,3570,6430,0.75,0.86,0.64,0.77,0.71,
8557,1443,3569,6431,0.75,0.86,0.64,0.77,0.71,
8556,1444,3568,6432,0.75,0.86,0.64,0.77,0.71,
8555,1445,3567,6433,0.75,0.86,0.64,0.77,0.71,
8554,1446,3566,6434,0.75,0.86,0.64,0.77,0.71,
8553,1447,3565,6435,0.75,0.86,0.64,0.77,0.71,
8552,1448,3564,6436,0.75,0.86,0.64,0.77,0.71,
8551,1449,3563,6437,0.75,0.86,0.64,0.77,0.71,
8550,1450,3562,6438,0.75,0.86,0.64,0.77,0.71,
8575,1425,3588,6412,0.75,0.86,0.64,0.77,0.71,
8574,1426,3587,6413,0.75,0.86,0.64,0.77,0.71,
8573,1427,3586,6414,0.75,0.86,0.64,0.77,0.71,
8572,1428,3585,6415,0.75,0.86,0.64,0.77,0.71,
8571,1429,3584,6416,0.75,0.86,0.64,0.77,0.71,
8570,1430,3583,6417,0.75,0.86,0.64,0.77,0.71,
8569,1431,3582,6418,0.75,0.86,0.64,0.77,0.71,
8568,1432,3581,6419,0.75,0.86,0.64,0.77,0.71,
8567,1433,3580,6420,0.75,0.86,0.64,0.77,0.71,
8566,1434,3579,6421,0.75,0.86,0.64,0.77,0.71,
8565,1435,3578,6422,0.75,0.86,0.64,0.77,0.71,
8564,1436,3577,6423,0.75,0.86,0.64,0.77,0.71,
8563,1437,3576,6424,0.75,0.86,0.64,0.77,0.71,
8562,1438,3575,6425,0.75,0.86,0.64,0.77,0.71,
8561,1439,3574,6426,0.75,0.86,0.64,0.77,0.71,
8560,1440,3573,6427,0.75,0.86,0.64,0.77,0.71,
8559,1441,3572,6428,0.75,0.86,0.64,0.77,0.71,
8558,1442,3571,6429,0.75,0.86,0.64,0.77,0.71,
8557,1443,3570,6430,0.75,0.86,0.64,0.77,0.71,
8556,1444,3569,6431,0.75,0.86,0.64,0.77,0.71,
8555,1445,3568,6432,0.75,0.86,0.64,0.77,0.71,
8554,1446,3567,6433,0.75,0.86,0.64,0.77,0.71,
8553,1447,3566,6434,0.75,0.86,0.64,0.77,0.71,
8552,1448,3565,6435,0.75,0.86,0.64,0.77,0.71,
8551,1449,3564,6436,0.75,0.86,0.64,0.77,0.71,
8550,1450,3563,6437,0.75,0.86,0.64,0.77,0.71,
8573,1427,3587,6413,0.75,0.86,0.64,0.77,0.71,
8572,1428,3586,6414,0.75,0.86,0.64,0.77,0.71,
8571,1429,3585,6415,0.75,0.86,0.64,0.77,0.71,
8570,1430,3584,6416,0.75,0.86,0.64,0.77,0.71,
8569,1431,3583,6417,0.75,0.86,0.64,0.77,0.71,
8568,1432,3582,6418,0.75,0.86,0.64,0.77,0.71,
8567,1433,3581,6419,0.75,0.86,0.64,0.77,0.71,
8566,1434,3580,6420,0.75,0.86,0.64,0.77,0.71,
8565,1435,3579,6421,0.75,0.86,0.64,0.77,0.71,
8564,1436,3578,6422,0.75,0.86,0.64,0.77,0.71,
8563,1437,3577,6423,0.75,0.86,0.64,0.77,0.71,
8562,1438,3576,6424,0.75,0.86,0.64,0.77,0.71,
8561,1439,3575,6425,0.75,0.86,0.64,0.77,0.71,
8560,1440,3574,6426,0.75,0.86,0.64,0.77,0.71,
8559,1441,3573,6427,0.75,0.86,0.64,0.77,0.71,
8558,1442,3572,6428,0.75,0.86,0.64,0.77,0.71,
8557,1443,3571,6429,0.75,0.86,0.64,0.77,0.71,
8556,1444,3570,6430,0.75,0.86,0.64,0.77,0.71,
8555,1445,3569,6431,0.75,0.86,0.64,0.77,0.71,
8554,1446,3568,6432,0.75,0.86,0.64,0.77,0.71,
8553,1447,3567,6433,0.75,0.86,0.64,0.77,0.71,
8552,1448,3566,6434,0.75,0.86,0.64,0.77,0.71,
8551,1449,3565,6435,0.75,0.86,0.64,0.77,0.71,
8550,1450,3564,6436,0.75,0.86,0.64,0.77,0.71,
8571,1429,3586,6414,0.75,0.86,0.64,0.77,0.71,
8570,1430,3585,6415,0.75,0.86,0.64,0.77,0.71,
8569,1431,3584,6416,0.75,0.86,0.64,0.77,0.71,
8568,1432,3583,6417,0.75,0.86,0.64,0.77,0.71,
8567,1433,3582,6418,0.75,0.86,0.64,0.77,0.71,
8566,1434,3581,6419,0.75,0.86,0.64,0.77,0.71,
8565,1435,3580,6420,0.75,0.86,0.64,0.77,0.71,
8564,1436,3579,6421,0.75,0.86,0.64,0.77,0.71,
8563,1437,3578,6422,0.75,0.86,0.64,0.77,0.71,
8562,1438,3577,6423,0.75,0.86,0.64,0.77,0.71,
8561,1439,3576,6424,0.75,0.86,0.64,0.77,0.71,
8560,1440,3575,6425,0.75,0.86,0.64,0.77,0.71,
8559,1441,3574,6426,0.75,0.86,0.64,0.77,0.71,
8558,1442,3573,6427,0.75,0.86,0.64,0.77,0.71,
8557,1443,3572,6428,0.75,0.86,0.64,0.77,0.71,
8556,1444,3571,6429,0.75,0.86,0.64,0.77,0.71,
8555,1445,3570,6430,0.75,0.86,0.64,0.77,0.71,
8554,1446,3569,6431,0.75,0.86,0.64,0.77,0.71,
8553,1447,3568,6432,0.75,0.86,0.64,0.77,0.71,
8552,1448,3567,6433,0.75,0.86,0.64,0.77,0.71,
8551,1449,3566,6434,0.75,0.86,0.64,0.77,0.71,
8550,1450,3565,6435,0.75,0.86,0.64,0.77,0.71,
8570,1430,3586,6414,0.75,0.86,0.64,0.77,0.71,
8569,1431,3585,6415,0.75,0.86,0.64,0.77,0.71,
8568,1432,3584,6416,0.75,0.86,0.64,0.77,0.71,
8567,1433,3583,6417,0.75,0.86,0.64,0.77,0.71,
8566,1434,3582,6418,0.75,0.86,0.64,0.77,0.71,
8565,1435,3581,6419,0.75,0.86,0.64,0.77,0.71,
8564,1436,3580,6420,0.75,0.86,0.64,0.77,0.71,
8563,1437,3579,6421,0.75,0.86,0.64,0.77,0.71,
8562,1438,3578,6422,0.75,0.86,0.64,0.77,0.71,
8561,1439,3577,6423,0.75,0.86,0.64,0.77,0.71,
8560,1440,3576,6424,0.75,0.86,0.64,0.77,0.71,
8559,1441,3575,6425,0.75,0.86,0.64,0.77,0.71,
8558,1442,3574,6426,0.75,0.86,0.64,0.77,0.71,
8557,1443,3573,6427,0.75,0.86,0.64,0.77,0.71,
8556,1444,3572,6428,0.75,0.86,0.64,0.77,0.71,
8555,1445,3571,6429,0.75,0.86,0.64,0.77,0.71,
8554,1446,3570,6430,0.75,0.86,0.64,0.77,0.71,
8553,1447,3569,6431,0.75,0.86,0.64,0.77,0.71,
8552,1448,3568,6432,0.75,0.86,0.64,0.77,0.71,
8551,1449,3567,6433,0.75,0.86,0.64,0.77,0.71,
8550,1450,3566,6434,0.75,0.86,0.64,0.77,0.71,
8568,1432,3585,6415,0.75,0.86,0.64,0.77,0.71,
8567,1433,3584,6416,0.75,0.86,0.64,0.77,0.71,
8566,1434,3583,6417,0.75,0.86,0.64,0.77,0.71,
8565,1435,3582,6418,0.75,0.86,0.64,0.77,0.71,
8564,1436,3581,6419,0.75,0.86,0.64,0.77,0.71,
8563,1437,3580,6420,0.75,0.86,0.64,0.77,0.71,
8562,1438,3579,6421,0.75,0.86,0.64,0.77,0.71,
8561,1439,3578,6422,0.75,0.86,0.64,0.77,0.71,
8560,1440,3577,6423,0.75,0.86,0.64,0.77,0.71,
8559,1441,3576,6424,0.75,0.86,0.64,0.77,0.71,
8558,1442,3575,6425,0.75,0.86,0.64,0.77,0.71,
8557,1443,3574,6426,0.75,0.86,0.64,0.77,0.71,
8556,1444,3573,6427,0.75,0.86,0.64,0.77,0.71,
8555,1445,3572,6428,0.75,0.86,0.64,0.77,0.71,
8554,1446,3571,6429,0.75,0.86,0.64,0.77,0.71,
8553,1447,3570,6430,0.75,0.86,0.64,0.77,0.71,
8552,1448,3569,6431,0.75,0.86,0.64,0.77,0.71,
8551,1449,3568,6432,0.75,0.86,0.64,0.77,0.71,
8550,1450,3567,6433,0.75,0.86,0.64,0.77,0.71,
8566,1434,3584,6416,0.75,0.86,0.64,0.77,0.71,
8565,1435,3583,6417,0.75,0.86,0.64,0.77,0.71,
8564,1436,3582,6418,0.75,0.86,0.64,0.77,0.71,
8563,1437,3581,6419,0.75,0.86,0.64,0.77,0.71,
8562,1438,3580,6420,0.75,0.86,0.64,0.77,0.71,
8561,1439,3579,6421,0.75,0.86,0.64,0.77,0.71,
8560,1440,3578,6422,0.75,0.86,0.64,0.77,0.71,
8559,1441,3577,6423,0.75,0.86,0.64,0.77,0.71,
8558,1442,3576,6424,0.75,0.86,0.64,0.77,0.71,
8557,1443,3575,6425,0.75,0.86,0.64,0.77,0.71,
8556,1444,3574,6426,0.75,0.86,0.64,0.77,0.71,
8555,1445,3573,6427,0.75,0.86,0.64,0.77,0.71,
8554,1446,3572,6428,0.75,0.86,0.64,0.77,0.71,
8553,1447,3571,6429,0.75,0.86,0.64,0.77,0.71,
8552,1448,3570,6430,0.75,0.86,0.64,0.77,0.71,
8551,1449,3569,6431,0.75,0.86,0.64,0.77,0.71,
8550,1450,3568,6432,0.75,0.86,0.64,0.77,0.71,
8564,1436,3583,6417,0.75,0.86,0.64,0.77,0.71,
8563,1437,3582,6418,0.75,0.86,0.64,0.77,0.71,
8562,1438,3581,6419,0.75,0.86,0.64,0.77,0.71,
8561,1439,3580,6420,0.75,0.86,0.64,0.77,0.71,
8560,1440,3579,6421,0.75,0.86,0.64,0.77,0.71,
8559,1441,3578,6422,0.75,0.86,0.64,0.77,0.71,
8558,1442,3577,6423,0.75,0.86,0.64,0.77,0.71,
8557,1443,3576,6424,0.75,0.86,0.64,0.77,0.71,
8556,1444,3575,6425,0.75,0.86,0.64,0.77,0.71,
8555,1445,3574,6426,0.75,0.86,0.64,0.77,0.71,
8554,1446,3573,6427,0.75,0.86,0.64,0.77,0.71,
8553,1447,3572,6428,0.75,0.86,0.64,0.77,0.71,
8552,1448,3571,6429,0.75,0.86,0.64,0.77,0.71,
8551,1449,3570,6430,0.75,0.86,0.64,0.77,0.71,
8550,1450,3569,6431,0.75,0.86,0.64,0.77,0.71,
8563,1437,3583,6417,0.75,0.86,0.64,0.77,0.71,
8562,1438,3582,6418,0.75,0.86,0.64,0.77,0.71,
8561,1439,3581,6419,0.75,0.86,0.64,0.77,0.71,
8560,1440,3580,6420,0.75,0.86,0.64,0.77,0.71,
8559,1441,3579,6421,0.75,0.86,0.64,0.77,0.71,
8558,1442,3578,6422,0.75,0.86,0.64,0.77,0.71,
8557,1443,3577,6423,0.75,0.86,0.64,0.77,0.71,
